Employee_Number,Age,Age_Group,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Satisfaction_Group,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Curr_Manager,Date_Birth,Remote_Work
1252,31,26-35,False,Travel Rarely,1062,Research & Development,24,3,Medical,3,F,96,2,2, Healthcare Representative ,1,Single,99999,17198,1,False,19,3,2,Unknown,0,10,2,3,10,1,8,1992,False
1267,44,36-45,False,Unknown,1099,Unknown,5,3,Unknown,2,M,88,3,5, Manager ,2,Married,18213,8751,7,False,11,3,3,Unknown,1,26,5,3,22,3,10,1979,True
1278,55,46-55,False,Non Travel,177,Research & Development,8,1,Unknown,4,M,37,2,4, Healthcare Representative ,2,Divorced,13577,25592,1,True,15,3,4,Unknown,1,11,3,3,33,15,0,1968,False
1288,44,36-45,False,Travel Rarely,1199,Unknown,4,2,Life Sciences,3,M,92,4,5, Manager ,1,Divorced,19190,17477,1,False,14,3,4,Unknown,2,11,4,2,25,14,13,1979,False
2109,34,26-35,False,Travel Frequently,648,Human Resources,11,3,Life Sciences,3,M,56,2,2, Human Resources ,2,Unknown,99999,21833,4,False,11,3,4,Unknown,2,14,5,4,10,1,8,1989,True
1307,39,36-45,False,Unknown,412,Unknown,13,4,Unknown,3,F,94,2,4, Manager ,2,Divorced,17123,17334,6,True,13,3,4,Unknown,2,11,4,3,19,15,2,1984,False
1336,55,46-55,False,Travel Rarely,282,Unknown,2,2,Medical,4,F,58,1,5, Manager ,3,Unknown,19187,6992,4,Unknown,14,3,4,Unknown,1,23,5,3,19,9,11,1968,True
1352,51,46-55,False,Unknown,770,Unknown,5,3,Life Sciences,3,M,84,3,4, Manager ,2,Unknown,99999,17588,1,Unknown,11,3,2,Unknown,1,11,2,3,33,0,10,1972,True
1360,58,56-65,True,Unknown,601,Research & Development,14,4,Medical,2,F,53,2,3, Manufacturing Director ,1,Married,10008,12023,7,Unknown,14,3,4,Unknown,0,11,0,2,10,5,9,1965,True
2110,48,46-55,False,Unknown,855,Research & Development,4,3,Life Sciences,4,M,54,3,3, Manufacturing Director ,4,Single,99999,18706,1,False,11,3,3,Unknown,0,11,2,3,10,0,8,1975,True
1419,29,26-35,False,Travel Rarely,332,Human Resources,17,3,Unknown,2,M,51,2,3, Human Resources ,1,Single,7988,9769,1,Unknown,13,3,1,Unknown,0,11,3,2,10,0,9,1994,False
1478,34,26-35,False,Unknown,1326,Sales,3,3,Other,4,M,81,1,2, Sales Executive ,1,Single,99999,15891,3,False,18,3,4,Unknown,0,15,2,3,13,3,12,1989,True
1480,42,36-45,False,Travel Frequently,748,Research & Development,9,2,Unknown,1,F,74,3,1, Laboratory Technician ,4,Unknown,99999,16458,1,Unknown,13,3,3,Unknown,0,12,3,3,12,5,8,1981,True
2111,57,56-65,False,Travel Rarely,405,Research & Development,1,2,Life Sciences,2,M,93,4,2, Research Scientist ,3,Married,99999,2721,0,False,24,4,1,Unknown,1,13,2,2,12,2,8,1966,True
1489,34,26-35,True,Travel Rarely,790,Sales,24,4,Unknown,1,F,40,2,2, Sales Executive ,2,Single,99999,7815,0,True,23,4,3,Unknown,0,16,2,4,15,10,10,1989,False
1520,54,46-55,False,Travel Frequently,1050,Unknown,11,4,Medical,2,F,87,3,4, Manager ,4,Unknown,99999,24456,3,False,20,3,1,Unknown,1,26,2,3,14,1,12,1969,True
1535,34,26-35,False,Travel Rarely,971,Sales,1,3,Unknown,4,M,64,2,3, Sales Executive ,3,Unknown,7083,12288,1,Unknown,14,3,4,Unknown,0,11,3,3,10,8,6,1989,False
1586,29,26-35,False,Unknown,1370,Research & Development,3,1,Medical,2,M,87,3,1, Laboratory Technician ,1,Single,4723,16213,1,Unknown,18,3,4,Unknown,0,11,3,3,10,1,5,1994,True
1596,35,26-35,False,Travel Rarely,750,Research & Development,28,3,Life Sciences,2,M,46,4,2, Laboratory Technician ,3,Unknown,3407,25348,1,Unknown,17,3,4,Unknown,2,11,3,2,10,6,8,1988,True
1667,35,26-35,True,Unknown,880,Sales,12,4,Other,4,M,36,3,2, Sales Executive ,4,Unknown,99999,10414,3,Unknown,24,4,1,Unknown,0,13,2,4,11,6,7,1988,True
1701,34,26-35,False,Travel Rarely,678,Research & Development,19,3,Life Sciences,2,F,35,2,1, Research Scientist ,4,Married,2929,20338,1,False,12,3,2,Unknown,0,10,3,3,10,8,7,1989,True
1706,43,36-45,False,Unknown,1179,Sales,2,3,Unknown,4,M,73,3,2, Sales Executive ,4,Unknown,99999,6069,1,True,17,3,1,Unknown,1,10,3,3,10,8,8,1980,False
2112,58,56-65,False,Non Travel,350,Unknown,2,3,Medical,2,M,52,3,4, Manager ,2,Divorced,99999,22577,4,False,22,4,4,Unknown,1,37,0,2,16,14,14,1965,True
2113,36,36-45,False,Travel Rarely,1266,Sales,14,4,Unknown,2,F,63,2,2, Sales Executive ,3,Married,99999,6060,1,True,13,3,1,Unknown,1,10,4,3,10,1,7,1987,False
1971,43,36-45,False,Travel Rarely,574,Research & Development,11,3,Life Sciences,1,M,30,3,3, Healthcare Representative ,3,Married,99999,16873,1,Unknown,17,3,2,Unknown,1,10,1,3,10,0,9,1980,True
2114,55,46-55,False,Unknown,189,Unknown,26,4,Human Resources,3,M,71,4,5, Manager ,2,Married,99999,25811,4,True,18,3,1,Unknown,1,35,0,3,10,1,4,1968,True
1976,42,36-45,False,Unknown,99999,Research & Development,23,2,Unknown,4,M,37,2,2, Research Scientist ,3,Single,99999,14811,1,Unknown,12,3,4,Unknown,0,20,2,3,20,3,7,1981,True
1985,40,36-45,False,Unknown,692,Research & Development,11,3,Technical Degree,4,F,73,3,2, Laboratory Technician ,3,Married,99999,26849,1,Unknown,11,3,1,Unknown,1,10,2,4,10,9,4,1983,True
2032,56,56-65,True,Unknown,310,Research & Development,7,2,Technical Degree,4,M,72,3,1, Laboratory Technician ,3,Married,99999,3666,8,False,11,3,4,Unknown,1,14,4,1,10,9,8,1967,True
2056,39,36-45,False,Travel Rarely,722,Sales,33,1,Marketing,4,F,60,2,4, Sales Executive ,4,Unknown,12031,8828,0,Unknown,11,3,1,Unknown,1,11,2,2,20,9,6,1984,True
2115,53,46-55,False,Travel Rarely,1219,Unknown,2,4,Life Sciences,1,F,78,2,4, Manager ,4,Married,15427,22021,2,False,16,3,3,Unknown,0,11,3,3,25,3,7,1970,True
2116,27,26-35,False,Travel Frequently,994,Sales,8,3,Unknown,4,M,37,3,3, Sales Executive ,3,Single,99999,2975,1,False,15,3,4,Unknown,0,9,0,3,9,1,7,1996,False
57,30,26-35,False,Travel Frequently,721,Research & Development,1,2,Unknown,3,F,58,3,2, Laboratory Technician ,4,Unknown,99999,10781,1,Unknown,23,4,4,Unknown,0,12,2,3,12,3,7,1993,True
2117,35,26-35,False,Unknown,853,Sales,18,5,Life Sciences,2,M,71,3,3, Sales Executive ,1,Married,99999,11031,1,Unknown,22,4,4,Unknown,1,9,3,2,9,1,8,1988,True
78,32,26-35,False,Travel Rarely,427,Research & Development,1,3,Medical,1,M,99999,3,2, Manufacturing Director ,4,Married,6162,10877,1,True,22,4,2,Unknown,1,9,3,3,9,7,8,1991,True
104,30,26-35,False,Travel Rarely,852,Research & Development,1,1,Life Sciences,4,M,55,2,2, Laboratory Technician ,4,Married,5126,15998,1,Unknown,12,3,3,Unknown,2,11,1,3,10,3,0,1993,False
118,46,46-55,True,Unknown,669,Sales,9,2,Medical,3,M,64,2,3, Sales Executive ,4,Unknown,9619,13596,1,False,16,3,4,Unknown,0,9,3,3,9,4,7,1977,False
121,30,26-35,False,Travel Rarely,1334,Sales,4,2,Unknown,3,F,63,2,2, Sales Executive ,2,Unknown,99999,19760,1,True,12,3,2,Unknown,3,11,4,2,11,2,7,1993,False
125,32,26-35,False,Unknown,1093,Sales,6,4,Unknown,2,M,87,3,2, Sales Executive ,3,Single,5010,24301,1,False,16,3,1,Unknown,0,12,0,3,11,5,7,1991,True
2118,35,26-35,False,Travel Rarely,99999,Sales,37,5,Marketing,3,M,94,3,3, Sales Executive ,2,Married,99999,11439,1,Unknown,13,3,1,Unknown,2,11,3,3,10,0,6,1988,False
207,32,26-35,False,Unknown,967,Sales,8,3,Marketing,2,F,43,3,3, Sales Executive ,4,Single,99999,15589,1,Unknown,14,3,4,Unknown,0,9,2,3,9,3,7,1991,True
227,41,36-45,False,Travel Rarely,465,Research & Development,34,3,Life Sciences,1,M,56,3,1, Research Scientist ,3,Divorced,99999,4609,4,False,12,3,1,Unknown,1,11,2,3,9,1,8,1982,True
253,40,36-45,False,Travel Rarely,989,Unknown,4,1,Medical,4,F,46,3,5, Manager ,3,Unknown,19033,6499,1,False,14,3,2,Unknown,1,21,2,3,20,9,9,1983,False
264,45,36-45,False,Unknown,1195,Unknown,2,2,Unknown,1,M,65,2,4, Manager ,4,Married,99999,20462,9,False,23,4,4,Unknown,1,22,1,3,20,11,8,1978,True
291,32,26-35,True,Travel Rarely,1045,Sales,4,4,Unknown,4,M,32,1,3, Sales Executive ,4,Married,10400,25812,1,False,11,3,3,Unknown,0,14,2,2,14,9,8,1991,False
292,30,26-35,False,Non Travel,829,Research & Development,1,1,Life Sciences,3,M,88,2,3, Manufacturing Director ,3,Unknown,99999,20925,1,False,22,4,3,Unknown,0,11,2,3,11,5,8,1993,True
306,37,36-45,False,Unknown,663,Research & Development,11,3,Unknown,2,M,47,3,3, Research Director ,4,Unknown,99999,10056,1,Unknown,14,3,3,Unknown,3,11,1,3,10,0,7,1986,True
2119,37,36-45,False,Unknown,319,Unknown,4,4,Unknown,1,M,41,3,1, Sales Representative ,4,Divorced,2793,2539,4,False,17,3,3,Unknown,1,13,2,3,9,5,8,1986,False
335,40,36-45,False,Unknown,1300,Research & Development,24,2,Technical Degree,1,M,62,3,2, Research Scientist ,4,Unknown,99999,24447,1,False,17,3,1,Unknown,2,11,3,3,9,4,7,1983,False
2120,36,36-45,False,Non Travel,1105,Research & Development,24,4,Unknown,2,F,47,3,2, Laboratory Technician ,2,Married,5674,6927,7,Unknown,15,3,3,Unknown,1,11,3,3,9,0,8,1987,True
420,32,26-35,False,Travel Rarely,906,Sales,7,3,Life Sciences,4,M,91,2,2, Sales Executive ,3,Married,99999,16985,1,Unknown,14,3,3,Unknown,1,13,3,2,13,4,8,1991,True
421,38,36-45,False,Unknown,849,Research & Development,25,2,Life Sciences,1,F,81,2,3, Research Director ,2,Unknown,99999,26707,3,Unknown,17,3,3,Unknown,1,11,2,3,10,0,1,1985,True
441,30,26-35,False,Travel Rarely,1275,Research & Development,28,2,Unknown,4,F,64,3,2, Research Scientist ,4,Married,99999,11934,1,False,13,3,4,Unknown,2,11,2,3,10,1,9,1993,True
531,39,36-45,False,Unknown,1218,Unknown,1,1,Unknown,2,M,52,3,5, Manager ,3,Unknown,19197,8213,1,Unknown,14,3,3,Unknown,1,21,3,3,21,1,6,1984,True
549,60,56-65,False,Unknown,422,Unknown,7,3,Life Sciences,1,F,41,3,5, Manager ,1,Unknown,99999,3854,5,False,11,3,4,Unknown,0,33,5,1,29,11,10,1963,True
567,30,26-35,False,Unknown,1398,Sales,22,4,Other,3,F,69,3,3, Sales Executive ,1,Unknown,8412,2890,0,Unknown,11,3,3,Unknown,0,10,3,3,9,7,8,1993,True
581,31,26-35,False,Travel Rarely,1274,Research & Development,9,1,Unknown,3,M,99999,3,3, Manufacturing Director ,2,Divorced,99999,14394,1,False,25,4,4,Unknown,1,11,6,4,13,0,8,1992,True
702,33,26-35,True,Unknown,1076,Research & Development,3,3,Life Sciences,1,M,70,3,1, Research Scientist ,1,Single,3348,3164,1,True,11,3,1,Unknown,0,11,3,3,10,9,7,1990,False
716,50,46-55,False,Unknown,1207,Research & Development,28,1,Medical,4,M,74,4,1, Laboratory Technician ,3,Married,99999,3297,1,True,11,3,3,Unknown,3,20,3,3,20,3,8,1973,True
772,32,26-35,False,Unknown,430,Research & Development,24,4,Life Sciences,1,M,80,3,2, Laboratory Technician ,4,Unknown,5309,21146,1,False,15,3,4,Unknown,2,10,2,3,10,4,7,1991,True
836,42,36-45,False,Unknown,933,Research & Development,29,3,Unknown,2,M,98,3,2, Manufacturing Director ,2,Unknown,99999,11806,1,Unknown,13,3,4,Unknown,1,10,3,2,9,7,8,1981,True
840,49,46-55,True,Unknown,1184,Sales,11,3,Marketing,3,F,43,3,3, Sales Executive ,4,Married,7654,5860,1,False,18,3,1,Unknown,2,11,3,4,9,7,7,1974,False
844,27,26-35,False,Unknown,99999,Research & Development,5,1,Unknown,3,M,42,2,3, Research Director ,4,Divorced,12808,8842,1,Unknown,16,3,2,Unknown,1,11,3,3,9,0,8,1996,True
2121,33,26-35,False,Travel Rarely,586,Sales,1,3,Medical,1,M,48,4,2, Sales Executive ,1,Divorced,99999,21816,1,Unknown,22,3,1,Unknown,1,9,5,3,9,0,8,1990,True
867,52,46-55,False,Unknown,890,Research & Development,26,4,Unknown,3,F,81,2,4, Manufacturing Director ,4,Married,99999,19028,3,False,22,4,3,Unknown,0,31,3,3,9,0,0,1971,False
889,32,26-35,False,Unknown,379,Sales,5,2,Life Sciences,2,M,48,3,2, Sales Executive ,2,Unknown,99999,8891,1,False,14,3,4,Unknown,1,10,3,3,10,5,3,1991,True
924,36,36-45,False,Unknown,1425,Research & Development,14,1,Life Sciences,3,M,68,3,2, Healthcare Representative ,4,Unknown,6586,4821,0,Unknown,17,3,1,Unknown,1,11,2,2,16,4,11,1987,False
2122,31,26-35,False,Non Travel,1188,Sales,20,2,Unknown,4,F,45,3,2, Sales Executive ,3,Unknown,99999,24406,1,Unknown,13,3,4,Unknown,1,11,2,2,9,0,0,1992,False
2123,36,36-45,False,Travel Rarely,938,Research & Development,2,4,Medical,3,M,79,3,1, Laboratory Technician ,3,Single,2519,12287,4,False,21,4,3,Unknown,0,11,6,3,11,3,9,1987,True
976,52,46-55,False,Unknown,1053,Unknown,1,2,Life Sciences,4,M,70,3,4, Manager ,4,Married,17099,13829,2,Unknown,15,3,2,Unknown,1,26,2,3,9,7,8,1971,True
992,33,26-35,False,Non Travel,722,Unknown,17,3,Unknown,4,M,38,3,4, Manager ,3,Single,99999,20489,1,Unknown,11,3,4,Unknown,0,10,2,3,10,6,0,1990,False
1002,45,36-45,False,Non Travel,248,Research & Development,23,2,Life Sciences,4,M,42,3,2, Laboratory Technician ,1,Unknown,99999,14039,1,True,15,3,3,Unknown,1,9,2,3,9,0,8,1978,True
1073,36,36-45,False,Travel Rarely,796,Research & Development,12,5,Unknown,4,F,51,2,3, Manufacturing Director ,4,Unknown,99999,15669,0,Unknown,11,3,2,Unknown,0,15,2,2,14,7,8,1987,True
1138,49,46-55,False,Unknown,174,Sales,8,4,Unknown,4,M,56,2,4, Sales Executive ,2,Unknown,13120,11879,6,Unknown,17,3,2,Unknown,1,22,3,3,9,2,3,1974,False
2124,29,26-35,True,Unknown,408,Sales,23,1,Unknown,4,F,45,2,3, Sales Executive ,1,Unknown,99999,11162,1,Unknown,13,3,1,Unknown,1,11,3,1,11,3,10,1994,True
1192,29,26-35,False,Unknown,99999,Research & Development,6,1,Unknown,2,F,54,3,1, Laboratory Technician ,4,Married,3131,26342,1,Unknown,13,3,1,Unknown,1,11,5,3,10,0,8,1994,False
1196,37,36-45,False,Unknown,977,Research & Development,1,3,Life Sciences,4,F,56,2,2, Manufacturing Director ,4,Married,99999,9961,1,Unknown,13,3,2,Unknown,1,14,2,2,14,3,11,1986,True
2125,33,26-35,False,Travel Rarely,536,Sales,10,5,Unknown,4,M,82,4,3, Sales Executive ,3,Unknown,99999,21708,0,Unknown,14,3,4,Unknown,2,11,3,3,9,0,8,1990,True
2126,34,26-35,False,Travel Frequently,135,Research & Development,19,3,Medical,3,F,46,3,2, Laboratory Technician ,2,Divorced,4444,22534,4,False,13,3,3,Unknown,2,15,2,4,11,5,10,1989,True
1315,28,26-35,False,Non Travel,1476,Research & Development,1,3,Unknown,3,F,55,1,2, Laboratory Technician ,4,Married,6674,16392,0,False,11,3,1,Unknown,3,10,6,3,9,7,5,1995,True
1324,31,26-35,False,Non Travel,587,Sales,2,4,Unknown,4,F,57,3,3, Sales Executive ,3,Unknown,9852,8935,1,True,19,3,1,Unknown,1,10,5,2,10,9,6,1992,True
1334,42,36-45,False,Non Travel,495,Unknown,2,1,Life Sciences,3,M,99999,3,4, Manager ,3,Unknown,17861,26582,0,True,13,3,4,Unknown,0,21,3,2,20,2,10,1981,False
1346,40,36-45,False,Travel Rarely,523,Research & Development,2,3,Life Sciences,3,M,98,3,2, Research Scientist ,4,Single,99999,22455,1,Unknown,13,3,3,Unknown,0,9,4,3,9,8,8,1983,True
1356,34,26-35,False,Unknown,507,Sales,15,2,Medical,3,F,66,3,2, Sales Executive ,1,Single,99999,23553,1,Unknown,12,3,4,Unknown,0,11,6,4,10,9,6,1989,True
1423,58,56-65,False,Travel Rarely,1055,Research & Development,1,3,Unknown,4,F,76,3,5, Research Director ,1,Unknown,99999,22456,3,Unknown,21,4,3,Unknown,1,11,3,3,9,1,5,1965,False
1459,31,26-35,True,Travel Frequently,1445,Research & Development,1,5,Unknown,3,F,100,4,3, Manufacturing Director ,2,Unknown,7446,8931,1,Unknown,11,3,1,Unknown,0,11,2,3,10,4,7,1992,True
2127,40,36-45,False,Non Travel,218,Research & Development,8,1,Unknown,4,M,55,2,3, Research Director ,2,Unknown,13757,25178,2,False,11,3,3,Unknown,1,16,5,3,9,4,8,1983,True
1472,53,46-55,False,Unknown,447,Research & Development,2,3,Medical,4,M,39,4,4, Research Director ,2,Single,16598,19764,4,False,12,3,2,Unknown,0,35,2,2,9,8,8,1970,True
1485,34,26-35,False,Unknown,829,Research & Development,15,3,Unknown,2,M,71,3,4, Research Director ,1,Unknown,99999,11929,7,Unknown,14,3,4,Unknown,2,16,3,2,14,6,9,1989,True
2128,35,26-35,False,Travel Rarely,1029,Research & Development,16,3,Life Sciences,4,F,91,2,3, Healthcare Representative ,2,Single,99999,21195,1,False,19,3,4,Unknown,0,11,3,1,11,3,3,1988,True
1543,37,36-45,False,Unknown,674,Research & Development,13,3,Unknown,1,M,47,3,2, Research Scientist ,4,Married,4285,3031,1,Unknown,17,3,1,Unknown,0,11,2,3,10,3,7,1986,True
1547,42,36-45,False,Travel Frequently,99999,Research & Development,2,3,Unknown,4,M,40,3,3, Healthcare Representative ,4,Unknown,10124,18611,2,True,14,3,3,Unknown,1,24,3,1,20,13,9,1981,True
1553,45,36-45,False,Unknown,538,Research & Development,1,4,Unknown,1,M,66,3,3, Healthcare Representative ,2,Divorced,99999,20933,1,Unknown,12,3,1,Unknown,3,11,4,3,10,7,7,1978,True
1562,30,26-35,True,Travel Rarely,740,Sales,1,3,Unknown,2,M,64,2,2, Sales Executive ,1,Married,9714,5323,1,False,11,3,4,Unknown,1,11,4,3,10,6,7,1993,True
1582,38,36-45,False,Travel Rarely,1245,Sales,14,3,Life Sciences,3,M,80,3,2, Sales Executive ,2,Married,9924,12355,0,Unknown,11,3,4,Unknown,1,10,3,3,9,7,7,1985,True
1606,50,46-55,False,Unknown,1234,Research & Development,20,5,Medical,2,M,41,3,4, Healthcare Representative ,3,Unknown,11245,20689,2,Unknown,15,3,3,Unknown,1,32,3,3,30,12,13,1973,False
2129,39,36-45,False,Travel Rarely,170,Research & Development,3,2,Unknown,3,M,76,2,2, Laboratory Technician ,3,Unknown,3069,10302,0,Unknown,15,3,4,Unknown,1,11,3,3,10,0,7,1984,True
1658,34,26-35,False,Travel Rarely,1130,Research & Development,3,3,Unknown,4,F,66,3,2, Research Scientist ,2,Unknown,99999,19332,1,False,12,3,3,Unknown,1,11,2,3,11,7,9,1989,True
1665,54,46-55,False,Travel Rarely,584,Research & Development,22,5,Unknown,2,F,91,3,4, Manager ,3,Unknown,99999,18685,3,Unknown,25,4,3,Unknown,1,36,6,3,10,4,7,1969,True
2130,41,36-45,False,Travel Rarely,918,Sales,6,3,Marketing,4,M,35,3,3, Sales Executive ,3,Unknown,9241,15869,1,False,12,3,2,Unknown,0,11,3,3,10,8,7,1982,False
1737,39,36-45,False,Unknown,792,Research & Development,1,3,Life Sciences,4,M,77,3,2, Laboratory Technician ,4,Married,6472,8989,1,Unknown,15,3,4,Unknown,1,11,2,3,9,5,8,1984,True
2131,40,36-45,False,Travel Rarely,611,Unknown,7,4,Unknown,2,M,88,3,5, Manager ,2,Unknown,99999,4349,1,False,14,3,2,Unknown,0,11,3,2,21,12,8,1983,False
2132,33,26-35,False,Unknown,99999,Research & Development,4,3,Technical Degree,4,M,90,3,2, Research Scientist ,2,Unknown,3055,6194,5,False,15,3,4,Unknown,2,11,2,2,9,1,7,1990,True
1790,36,36-45,False,Unknown,1383,Research & Development,10,3,Life Sciences,4,M,90,3,3, Healthcare Representative ,1,Unknown,8321,25949,7,Unknown,13,3,4,Unknown,1,15,1,3,12,5,7,1987,False
2133,33,26-35,False,Unknown,867,Research & Development,8,4,Life Sciences,4,M,90,4,1, Research Scientist ,1,Married,3143,6076,6,False,19,3,2,Unknown,1,14,1,3,10,7,6,1990,True
1823,34,26-35,False,Travel Rarely,99999,Sales,8,2,Unknown,2,M,92,4,2, Sales Executive ,3,Unknown,99999,22128,1,False,21,4,3,Unknown,2,10,5,3,10,4,8,1989,False
2134,29,26-35,False,Travel Frequently,574,Research & Development,46,1,Medical,4,M,40,3,1, Laboratory Technician ,4,Married,99999,7003,1,False,13,3,2,Unknown,0,11,3,4,11,3,10,1994,False
1857,46,46-55,False,Travel Rarely,706,Research & Development,2,2,Life Sciences,4,M,82,3,3, Manufacturing Director ,4,Divorced,8578,19989,3,Unknown,14,3,3,Unknown,1,12,4,2,9,4,7,1977,True
1864,27,26-35,False,Travel Rarely,728,Unknown,23,1,Medical,2,F,36,2,2, Sales Representative ,3,Married,99999,7018,1,False,21,4,4,Unknown,1,11,5,3,9,5,8,1996,False
1881,31,26-35,False,Unknown,311,Research & Development,36,3,Life Sciences,2,M,89,3,2, Laboratory Technician ,3,Divorced,4197,18624,1,False,11,3,1,Unknown,1,10,2,3,10,0,2,1992,False
1888,45,36-45,False,Travel Rarely,556,Research & Development,25,2,Life Sciences,2,F,93,2,2, Manufacturing Director ,4,Unknown,99999,23888,0,False,13,3,4,Unknown,2,10,2,2,9,3,8,1978,True
1950,34,26-35,False,Travel Rarely,937,Sales,1,3,Marketing,1,M,32,3,3, Sales Executive ,4,Unknown,9888,6770,1,False,21,4,1,Unknown,0,14,3,2,14,2,1,1989,False
2135,31,26-35,False,Unknown,1125,Research & Development,1,3,Life Sciences,4,M,48,1,2, Research Scientist ,1,Married,99999,5771,1,Unknown,21,3,2,Unknown,0,10,6,3,10,8,7,1992,True
1962,35,26-35,False,Unknown,1224,Sales,7,4,Unknown,3,F,55,3,2, Sales Executive ,4,Unknown,99999,13586,1,True,11,3,4,Unknown,0,10,2,3,10,0,9,1988,False
1975,39,36-45,False,Travel Rarely,119,Sales,15,4,Marketing,2,M,77,3,4, Sales Executive ,1,Single,13341,25098,0,False,12,3,1,Unknown,0,21,3,3,20,11,10,1984,False
1986,40,36-45,False,Travel Rarely,444,Sales,2,2,Marketing,2,F,92,3,2, Sales Executive ,2,Married,5677,4258,3,False,14,3,3,Unknown,1,11,4,3,11,5,10,1983,True
2136,30,26-35,False,Travel Rarely,911,Research & Development,1,2,Medical,4,M,76,3,1, Laboratory Technician ,2,Married,99999,4077,1,False,13,3,3,Unknown,0,12,6,2,12,1,7,1993,False
2000,47,46-55,False,Unknown,99999,Research & Development,1,1,Unknown,3,F,98,3,3, Research Director ,2,Married,99999,17231,0,False,18,3,1,Unknown,2,14,3,1,13,5,12,1976,True
2137,52,46-55,False,Non Travel,585,Unknown,29,4,Unknown,1,M,99999,3,1, Sales Representative ,4,Divorced,99999,19788,2,Unknown,15,3,2,Unknown,2,16,3,3,9,0,0,1971,True
2,49,46-55,False,Travel Frequently,99999,Research & Development,8,1,Unknown,3,M,61,2,2, Research Scientist ,2,Married,99999,24907,1,False,23,4,4,Unknown,1,10,3,3,10,1,7,1974,True
5,33,26-35,False,Travel Frequently,1392,Research & Development,19,4,Life Sciences,2,F,56,3,1, Research Scientist ,3,Married,2909,23159,1,Unknown,11,3,3,Unknown,0,11,3,3,8,3,0,1990,True
2138,32,26-35,False,Unknown,1005,Research & Development,2,2,Life Sciences,4,M,79,3,1, Laboratory Technician ,4,Unknown,99999,11864,0,Unknown,13,3,3,Unknown,0,8,2,2,7,3,6,1991,True
2139,38,36-45,False,Travel Frequently,99999,Research & Development,23,3,Unknown,4,M,44,2,3, Manufacturing Director ,3,Unknown,9526,8787,0,False,21,4,2,Unknown,0,11,2,3,9,1,8,1985,True
2140,36,36-45,False,Travel Rarely,1299,Research & Development,27,3,Medical,3,M,94,3,2, Healthcare Representative ,3,Unknown,99999,16577,6,Unknown,13,3,2,Unknown,2,17,3,2,7,7,7,1987,True
35,42,36-45,False,Unknown,99999,Sales,8,4,Unknown,3,M,48,3,2, Sales Executive ,2,Unknown,6825,21173,0,Unknown,11,3,4,Unknown,1,10,2,3,9,4,2,1981,False
76,31,26-35,False,Unknown,655,Research & Development,7,4,Life Sciences,4,M,48,3,2, Laboratory Technician ,4,Divorced,99999,9528,3,False,22,4,4,Unknown,1,11,3,2,7,1,7,1992,False
98,31,26-35,False,Travel Rarely,746,Research & Development,8,4,Unknown,3,F,61,3,2, Manufacturing Director ,4,Single,4424,20682,1,False,23,4,4,Unknown,0,11,2,3,11,1,8,1992,False
120,51,46-55,False,Unknown,632,Sales,21,4,Marketing,3,M,71,3,2, Sales Executive ,4,Unknown,5441,8423,0,Unknown,22,4,4,Unknown,0,11,2,1,10,1,0,1972,True
