Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeecount,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,SameAsMonthlyIncome,DateBirth,Salary,RoleDepartament,NUMBERCHILDREN,RemoteWork
24,No,,"567,0$", Research & Development ,2,1,Technical Degree,1,"1646,0",1,1,32,3,1, ReSeaRch SCIEnTiSt ,4,,"3760,0",17218,1,,,13,"3,0",3,,0,"6,0",2,"3,0",6,,1,3,"3760,0",1999,1000000000$, ReSeaRch SCIEnTiSt  -  Research & Development ,,0
36,No,,"311,0$",,7,3,,1,"1659,0",1,0,77,3,1, LaBORatORY tEChnician ,2,,"2013,0",10950,2,,,11,"3,0",3,,0,,4,"3,0",4,,1,3,"2013,0",1987,1000000000$,,,Yes
53,No,travel_rarely,"1395,0$",,24,4,Medical,1,"1689,0",2,0,48,4,3, hEaLthcARE repreSenTATIvE ,4,Married,,3458,3,Y,No,15,"3,0",3,,0,"11,0",2,"3,0",4,,1,2,,1970,1000000000$,,,False
37,No,travel_frequently,"1278,0$",,1,4,,1,"1700,0",3,0,31,1,2, SaLes EXECUTivE ,4,,,7677,1,Y,,14,"3,0",3,,2,"6,0",2,"2,0",6,,1,3,,1986,1000000000$,,,1
32,No,travel_rarely,"371,0$",,19,3,,1,"1739,0",4,0,80,1,3, saLes ExEcUtiVE ,3,Married,,3840,3,Y,No,13,"3,0",3,,1,,2,"1,0",4,,0,2,,1991,1000000000$,,,False
42,No,travel_rarely,"855,0$",,12,3,Medical,1,"1768,0",2,0,57,3,1, LABoRaToRy TEChNician ,2,Divorced,"2766,0",8952,8,,No,22,"4,0",2,,3,"7,0",6,"2,0",5,,0,4,"2766,0",1981,1000000000$,,,Yes
41,No,,"548,0$",,9,4,Life Sciences,1,"1772,0",3,0,94,3,1, laBOraTORY TeCHNICiAN ,1,Divorced,,20520,1,,No,20,"4,0",2,"80,0",2,"5,0",2,"3,0",5,,0,4,,1982,1000000000$,,,True
44,Yes,,"429,0$",,1,2,,1,"1792,0",3,0,99,3,1, rEsEARcH ScIeNTisT ,2,,,11092,1,Y,Yes,12,"3,0",3,,3,,2,"2,0",5,,2,3,,1979,1000000000$,,,1
39,No,,"1253,0$", Research & Development ,10,1,Medical,1,"1800,0",3,0,65,3,3, RESeArch dIREcToR ,3,Single,,7914,7,,,21,"4,0",3,"80,0",0,,3,"3,0",4,,2,2,,1984,1000000000$, RESeArch dIREcToR  -  Research & Development ,,Yes
40,No,,"1194,0$",,1,3,,1,"1822,0",3,1,52,3,2, healtHCaRe REPReSENtATIVE ,4,,"6513,0",9060,4,,,17,"3,0",4,,1,"12,0",3,"3,0",5,,0,3,"6513,0",1983,1000000000$,,,1
42,No,,"355,0$",,10,4,Technical Degree,1,"1854,0",3,0,38,3,1, reseaRcH sCIEntISt ,3,Married,,6161,3,Y,No,22,"4,0",2,,2,"10,0",1,"2,0",6,,3,3,,1981,1000000000$,,,0
34,No,travel_rarely,"1480,0$",,4,3,,1,"1882,0",3,0,64,3,3, SaLEs eXeCUTiVe ,4,Married,,24444,2,,Yes,13,"3,0",4,,3,"9,0",3,"3,0",5,,1,0,,1989,1000000000$,,,1
37,No,travel_rarely,"783,0$",,7,4,Medical,1,"1885,0",4,0,78,3,2, rEsEArch sCIenTIsT ,1,,"4284,0",13588,5,,,22,"4,0",3,,1,"16,0",2,"3,0",5,,0,4,"4284,0",1986,1000000000$,,,1
27,No,,"1354,0$",,2,4,Technical Degree,1,"1931,0",2,0,41,3,1, ReSEARCH sCieNtISt ,2,,"2226,0",6073,1,,No,11,,3,,1,"6,0",3,"2,0",5,,1,2,"2226,0",1996,1000000000$,,,0
35,No,travel_rarely,"682,0$",,18,4,,1,"1945,0",2,0,71,3,2, sAles eXEcuTIVE ,1,,"5561,0",15975,0,,,16,"3,0",4,,1,,2,"1,0",5,,0,4,"5561,0",1988,1000000000$,,,Yes
54,No,,"155,0$", Research & Development ,9,2,,1,"1969,0",1,1,67,3,2, REseARCh SCIenTIst ,3,Married,"2897,0",22474,3,,No,11,"3,0",3,,2,"9,0",6,"2,0",4,,2,3,"2897,0",1969,1000000000$, REseARCh SCIenTIst  -  Research & Development ,,False
38,No,travel_frequently,"508,0$",,6,4,,1,"1997,0",1,0,72,2,2, mANUfAcTURING direCTor ,3,Married,"5321,0",14284,2,Y,No,11,"3,0",4,,1,"10,0",1,"3,0",8,,7,7,"5321,0",1985,1000000000$,,,0
42,No,,"557,0$",,18,4,,1,"1998,0",4,0,35,3,2, rEsEArcH sCIeNTisT ,1,,"5410,0",11189,6,,,17,"3,0",3,,1,"9,0",3,"2,0",4,,1,2,"5410,0",1981,1000000000$,,,True
41,No,,"642,0$",,1,3,Life Sciences,1,"1999,0",4,0,76,3,1, rESEarcH sCIeNTiST ,4,,"2782,0",21412,3,,No,22,,1,,1,,3,"3,0",5,,1,0,"2782,0",1982,1000000000$,,,True
25,No,travel_rarely,"1382,0$",,8,2,,1,"2018,0",1,1,85,3,2, saLES ExeCUTIVE ,3,,,13684,0,,Yes,22,"4,0",2,,1,"6,0",3,"2,0",5,,0,4,,1998,1000000000$,,,True
50,Yes,,"878,0$",,1,4,,1,"2044,0",2,0,94,3,2, SAlEs EXecutiVe ,3,,,14255,7,,No,12,"3,0",4,,2,"12,0",3,,6,,0,1,,1973,1000000000$,,,Yes
45,No,,"374,0$",,20,3,,1,"2046,0",4,1,50,3,2, sAlEs EXECUtiVe ,3,,"4850,0",23333,8,,No,15,"3,0",3,,0,,3,"3,0",5,,0,1,"4850,0",1978,1000000000$,,,1
35,No,travel_rarely,"287,0$",,1,4,,1,"2052,0",3,1,62,1,1, ReSearcH sCieNTist ,4,Married,,8952,1,Y,No,12,"3,0",4,,1,"4,0",5,"3,0",4,,1,1,,1988,1000000000$,,,1
29,No,travel_rarely,nan$,,13,2,Other,1,"2053,0",4,0,46,2,2, LabOratoRY tEcHNiciAN ,2,,,23679,4,,,13,"3,0",1,,1,"10,0",2,"3,0",4,,0,3,,1994,1000000000$,,,0
34,No,,nan$,,8,3,,1,"2068,0",2,0,82,4,2, lABoRaToRy TEChnicIAN ,3,,"4404,0",10228,2,Y,No,12,"3,0",1,,0,,3,"4,0",4,,1,2,"4404,0",1989,1000000000$,,,Yes
27,No,travel_rarely,"591,0$",,2,1,,1,"7,0",1,0,40,3,1, lAbOrAtorY tEChNicIan ,2,Married,,16632,9,,No,12,"3,0",4,"80,0",1,"6,0",3,"3,0",2,,2,2,,1996,1000000000$,,,0
34,No,travel_rarely,"1346,0$",,-38,2,,1,"18,0",2,0,93,3,1, lAbORAtORy TECHNicIaN ,4,Divorced,,8758,0,,,11,"3,0",3,,1,"3,0",2,"3,0",2,,1,2,,1989,1000000000$,,,True
28,Yes,travel_rarely,"103,0$", Research & Development ,24,3,Life Sciences,1,"19,0",3,0,50,2,1, lABoRAtoRY TecHnIcian ,3,Single,,12947,5,,Yes,14,"3,0",2,,0,"6,0",4,"3,0",4,,0,3,,1995,1000000000$, lABoRAtoRY TecHnIcian  -  Research & Development ,,1
32,No,travel_rarely,"334,0$",,5,2,,1,"21,0",1,0,80,4,1, REseaRch sciEntiST ,2,Divorced,,15053,0,Y,Yes,12,"3,0",4,"80,0",2,"7,0",5,"2,0",6,,0,5,,1991,1000000000$,,,True
38,No,,"371,0$", Research & Development ,2,3,Life Sciences,1,"24,0",4,0,45,3,1, researcH SciEntIST ,4,Single,"3944,0",4306,5,Y,Yes,11,"3,0",3,,0,"6,0",3,"3,0",3,,1,2,"3944,0",1985,1000000000$, researcH SciEntIST  -  Research & Development ,,1
24,No,,"673,0$",,11,2,,1,"26,0",1,1,96,4,2, MANufAcTuRiNG dIrEcTOR ,3,,,8232,0,,No,18,"3,0",4,,1,"5,0",5,"2,0",4,,1,3,,1999,1000000000$,,,1
34,Yes,,"699,0$",,6,1,,1,"31,0",2,0,83,3,1, ReSeARCh sCieNTiSt ,1,Single,"2960,0",17102,2,,No,11,"3,0",3,,0,,2,"3,0",4,,1,3,"2960,0",1989,1000000000$,,,1
32,Yes,travel_frequently,nan$, Research & Development ,16,1,,1,"33,0",2,1,72,1,1, REseARCH ScIeNTIST ,1,,,4681,1,,,22,,2,,0,,5,"3,0",10,,6,7,,1991,1000000000$, REseARCH ScIeNTIST  -  Research & Development ,,0
46,No,travel_rarely,"705,0$",,2,4,Marketing,1,"38,0",2,1,83,3,5, MAnAgeR ,1,Single,"18947,0",22822,3,Y,,12,"3,0",4,,0,"22,0",2,"2,0",2,,2,1,"18947,0",1977,1000000000$,,,0
44,No,,"1459,0$",,10,4,Other,1,"40,0",4,0,41,3,2, heAltHcAre REprESEnTATIVE ,4,Married,"6465,0",19121,2,Y,,13,"3,0",4,,0,,5,"4,0",4,,1,3,"6465,0",1979,1000000000$,,,0
50,Yes,travel_rarely,nan$,,3,2,,1,"47,0",1,0,86,2,1, sALES rEPReSENTAtiVE ,3,Married,"2683,0",3810,1,,,14,"3,0",3,,0,"3,0",2,"3,0",3,,0,2,"2683,0",1973,1000000000$,,,1
35,No,,"890,0$",,2,3,Marketing,1,"49,0",4,1,97,3,1, salEs REPrESENTaTIvE ,4,Married,"2014,0",9687,1,Y,No,13,"3,0",1,,0,"2,0",3,"3,0",2,,2,2,"2014,0",1988,1000000000$,,,1
28,Yes,,"1434,0$",,5,4,,1,"65,0",3,0,50,3,1, lAbORatoRY tEChNIciAn ,3,Single,"3441,0",11179,1,,Yes,13,,3,,0,"2,0",3,"2,0",2,,2,2,"3441,0",1995,1000000000$,,,1
35,No,,"664,0$",,-31,3,Medical,1,"88,0",2,0,79,3,1, reseArcH SCIEntiST ,1,Married,,5868,4,,No,13,"3,0",4,,1,"5,0",2,"2,0",3,,1,2,,1988,1000000000$,,,1
37,No,travel_rarely,"397,0$",,-20,4,Medical,1,"102,0",1,0,30,3,3, reSeaRcH DIRecToR ,3,,"13664,0",25258,4,,,13,,1,"80,0",0,,3,"4,0",5,,0,2,"13664,0",1986,1000000000$,,,Yes
34,No,travel_rarely,"1153,0$",,1,2,Medical,1,"110,0",1,0,94,3,2, MaNuFaCTUrING dirECtoR ,2,Married,,17736,1,,No,15,"3,0",3,"80,0",0,,2,"3,0",5,,1,3,,1989,1000000000$,,,True
51,No,travel_rarely,"432,0$",,9,4,,1,"116,0",4,0,96,3,1, lABORAtORY tEcHNiCIAn ,4,,,18725,3,,,23,"4,0",2,,2,"10,0",4,"3,0",4,,0,3,,1972,1000000000$,,,True
24,No,travel_rarely,"1353,0$", Sales ,3,2,Other,1,"128,0",1,1,33,3,2, sAles ExecUtive ,3,Married,,17519,0,,No,21,"4,0",1,,1,"4,0",2,"2,0",3,,0,2,,1999,1000000000$, sAles ExecUtive  -  Sales ,,1
37,Yes,travel_rarely,"807,0$",,6,4,Human Resources,1,"133,0",3,0,63,3,1, hUMan REsOurCEs ,1,Divorced,,23648,4,,,22,"4,0",4,,0,,3,"3,0",3,,0,2,,1986,1000000000$,,,True
43,No,,"957,0$",,-26,3,Medical,1,"171,0",2,1,72,4,1, rESEaRcH SciEnTiST ,3,Single,"4739,0",16090,4,,,12,"3,0",4,,0,,2,"3,0",3,,1,2,"4739,0",1980,1000000000$,,,Yes
31,Yes,travel_rarely,"542,0$",,20,3,,1,"175,0",2,1,71,1,2, sALEs exEcUtIve ,3,,,24788,3,Y,Yes,11,"3,0",3,,1,"4,0",2,"3,0",2,,2,2,,1992,1000000000$,,,True
36,No,,"216,0$", Research & Development ,6,2,Medical,1,"178,0",2,0,84,3,2, mAnUfaCTuRing DiRecTor ,2,Divorced,,2819,6,,No,20,"4,0",4,,2,"7,0",0,"3,0",3,,0,1,,1987,1000000000$, mAnUfaCTuRing DiRecTor  -  Research & Development ,,0
51,Yes,travel_frequently,"1150,0$",,-16,4,,1,"179,0",1,0,53,1,3, ManufACTuRING dIrEcTOr ,4,,"10650,0",25150,2,Y,,15,"3,0",4,,0,"18,0",2,"3,0",4,,0,3,"10650,0",1972,1000000000$,,,False
38,No,travel_rarely,"364,0$",,3,5,Technical Degree,1,"193,0",4,1,32,3,2, rESearCH SCientIsT ,3,,"4317,0",2302,3,Y,Yes,20,"4,0",2,,0,"19,0",2,,3,,2,2,"4317,0",1985,1000000000$,,,False
30,No,travel_rarely,"201,0$", Research & Development ,5,3,Technical Degree,1,"197,0",4,1,84,3,1, ReseArCH scIenTIst ,1,Divorced,,10415,5,,No,14,,4,,1,"8,0",3,"3,0",3,,2,2,,1993,1000000000$, ReseArCH scIenTIst  -  Research & Development ,,1
27,No,non-travel,"691,0$", Research & Development ,9,3,Medical,1,"218,0",4,0,57,3,1, ReseArch sCienTiST ,2,,"2024,0",5970,6,,,18,"3,0",4,"80,0",1,,1,"1,0",2,,2,2,"2024,0",1996,1000000000$, ReseArch sCienTiST  -  Research & Development ,,1
28,No,,"440,0$", Research & Development ,21,3,Medical,1,"221,0",3,0,42,3,1, ReSEarcH SCiEnTISt ,4,Married,,6672,1,,No,11,"3,0",3,,1,"5,0",2,"1,0",5,,0,2,,1995,1000000000$, ReSEarcH SCiEnTISt  -  Research & Development ,,Yes
27,No,,"1157,0$",,17,3,,1,"233,0",3,0,51,3,1, ReSeaRCH SciEntIst ,2,,"3058,0",13364,0,Y,,16,"3,0",4,,1,"6,0",3,"2,0",5,,1,1,"3058,0",1996,1000000000$,,,True
56,No,travel_rarely,"713,0$",,8,3,Life Sciences,1,"241,0",3,1,67,3,1, REseaRcH scientist ,1,Divorced,,13939,4,,,18,"3,0",3,"80,0",1,,3,,2,,2,2,,1967,1000000000$,,,1
38,No,travel_rarely,nan$,,9,2,,1,"245,0",3,1,75,3,1, lABORatOry teCHNICiAN ,4,Single,,6319,1,,,12,,3,,0,,3,,2,,2,1,,1985,1000000000$,,,1
31,No,travel_rarely,"140,0$",,12,1,Medical,1,"246,0",3,1,95,3,1, ReseArcH ScIEnTIst ,4,,"3929,0",6984,8,Y,,23,"4,0",3,"80,0",1,"7,0",0,"3,0",4,,0,2,"3929,0",1992,1000000000$,,,Yes
34,No,travel_rarely,"629,0$",,27,2,Medical,1,"247,0",4,1,95,3,1, RESEarcH sciEnTIsT ,2,,,5711,2,Y,No,15,"3,0",4,,0,"9,0",3,"3,0",3,,1,2,,1989,1000000000$,,,True
50,No,,"328,0$", Research & Development ,1,3,,1,"249,0",3,0,86,2,1, laBORATORY tECHNiciAN ,3,,,3425,2,Y,,15,"3,0",4,,1,,2,"2,0",3,,0,2,,1973,1000000000$, laBORATORY tECHNiciAN  -  Research & Development ,,0
35,No,travel_frequently,nan$,,-24,3,Medical,1,"269,0",2,1,37,3,2, laborAToRy teCHnIcIAn ,2,Single,"4425,0",15986,5,,,11,"3,0",4,,0,,5,"3,0",6,,1,2,"4425,0",1988,1000000000$,,,Yes
40,No,,"1151,0$",,-10,5,Life Sciences,1,"287,0",4,0,63,2,2, hEaltHcare rEpREseNTatiVE ,4,,,14242,9,Y,No,14,"3,0",4,"80,0",1,"5,0",5,"1,0",3,,0,2,,1983,1000000000$,,,Yes
30,Yes,,"1005,0$",,3,3,Technical Degree,1,"297,0",4,1,88,3,1, ReSeArcH ScIenTIsT ,1,,"2657,0",8556,5,,Yes,11,"3,0",3,,0,"8,0",5,"3,0",5,,0,4,"2657,0",1993,1000000000$,,,True
54,No,,"1147,0$",,3,3,,1,"303,0",4,1,52,3,2, SALEs eXecuTivE ,1,Married,"5940,0",17011,2,,,14,"3,0",4,,1,"16,0",4,"3,0",6,,0,5,"5940,0",1969,1000000000$,,,0
33,No,travel_rarely,"147,0$", Research & Development ,4,4,,1,"305,0",3,1,47,2,1, rESeArCH sCIeNtISt ,2,Married,"2622,0",13248,6,Y,,21,"4,0",4,,0,,3,"3,0",3,,1,1,"2622,0",1990,1000000000$, rESeArCH sCIeNtISt  -  Research & Development ,,1
52,No,travel_rarely,"1323,0$",,2,3,,1,"316,0",3,1,89,2,1, LabOraTory teChnICiAN ,4,Single,"3212,0",3300,7,,,15,"3,0",2,,0,,3,"2,0",2,,2,2,"3212,0",1971,1000000000$,,,True
31,No,,"1327,0$",,3,4,Medical,1,"337,0",2,0,73,3,3, REsearCH DirECtOR ,3,Divorced,,13523,9,,No,12,"3,0",1,,1,,3,"3,0",2,,2,2,,1992,1000000000$,,,True
33,No,travel_rarely,"832,0$",,5,4,Life Sciences,1,"338,0",3,1,63,2,1, ResEaRch sciEnTIsT ,4,Married,"2911,0",14776,1,,,13,"3,0",3,,1,"2,0",2,"2,0",2,,0,2,"2911,0",1990,1000000000$,,,Yes
45,No,,"1199,0$",,-23,4,Life Sciences,1,"341,0",1,0,77,4,2, mANuFActUrIng DireCTor ,3,,,5118,4,,,17,"3,0",4,,1,"9,0",1,"3,0",3,,0,2,,1978,1000000000$,,,Yes
42,No,,"916,0$", Research & Development ,17,2,,1,"347,0",4,1,82,4,2, REseARCh scieNTIsT ,1,Single,,23016,3,,Yes,13,"3,0",3,,0,,1,"3,0",3,,0,2,,1981,1000000000$, REseARCh scieNTIsT  -  Research & Development ,,True
29,No,,"1247,0$",,-19,2,Marketing,1,"349,0",4,0,45,3,2, sAleS ExeCUtIVe ,4,Divorced,"6931,0",10732,2,,No,14,"3,0",4,,1,,2,"3,0",3,,0,2,"6931,0",1994,1000000000$,,,0
25,No,travel_rarely,"685,0$",,1,3,,1,"350,0",1,1,62,3,2, mAnUFacTuriNg dIRECTOR ,3,Married,,7505,0,Y,No,12,"3,0",4,,2,"5,0",3,"3,0",4,,1,2,,1998,1000000000$,,,0
32,No,,"128,0$",,2,1,,1,"362,0",4,0,84,2,2, lABoratorY TEChniciAN ,1,,"2176,0",19737,4,,No,13,"3,0",4,"80,0",0,"9,0",5,"3,0",6,,0,4,"2176,0",1991,1000000000$,,,0
21,No,travel_rarely,"996,0$",,3,2,,1,"379,0",4,0,100,2,1, reseArcH sciENTIst ,3,Single,"3230,0",10531,1,Y,No,17,"3,0",1,"80,0",0,,4,"4,0",3,,1,0,"3230,0",2002,1000000000$,,,0
37,No,non-travel,"728,0$",,1,4,Medical,1,"380,0",1,1,80,3,3, RESEarCh DireCTor ,4,divorced,,11677,2,Y,Yes,18,"3,0",1,,2,,2,"3,0",5,,0,2,,1986,1000000000$,,,0
38,No,travel_rarely,"688,0$",,23,4,Life Sciences,1,"393,0",4,0,82,3,2, HEaltHcARe REprEsEnTaTIVE ,4,,,18899,9,,,14,"3,0",2,"80,0",1,,2,"3,0",2,,1,2,,1985,1000000000$,,,False
26,Yes,travel_rarely,"1449,0$",,16,4,Medical,1,"394,0",1,0,45,3,1, lABOratOry teCHNiCIan ,2,Divorced,,14180,2,,Yes,13,"3,0",4,"80,0",1,,2,"3,0",3,,0,2,,1997,1000000000$,,,False
37,No,travel_frequently,"889,0$",,9,3,Medical,1,"403,0",2,0,53,3,1, REseARch sCIENtIst ,4,Married,,11411,1,Y,,12,"3,0",3,"80,0",3,,3,"2,0",4,,1,2,,1986,1000000000$,,,0
34,Yes,travel_frequently,"296,0$",,6,2,,1,"555,0",4,1,33,1,1, saLES REPrEsentATivE ,3,,,12253,0,,No,16,"3,0",4,,1,"3,0",3,"2,0",2,,1,0,,1989,1000000000$,,,True
29,No,,"986,0$",,3,4,,1,"564,0",2,0,93,2,3, rEseArch DiRECTOr ,3,,"11935,0",21526,1,,No,18,"3,0",3,,0,,2,"3,0",10,,0,7,"11935,0",1994,1000000000$,,,Yes
46,No,,"1125,0$",,10,3,Marketing,1,"580,0",3,1,94,2,3, Sales EXeCutIvE ,4,,,11563,2,Y,,19,"3,0",3,"80,0",1,"15,0",3,"3,0",3,,1,2,,1977,1000000000$,,,0
30,No,travel_rarely,"413,0$", Sales ,7,1,Marketing,1,"585,0",4,0,57,3,1, sALes rEprESentAtIvE ,2,Single,,18398,0,Y,,14,"3,0",1,"80,0",0,,3,"3,0",3,,1,2,,1993,1000000000$, sALes rEprESentAtIvE  -  Sales ,,True
42,No,,"1474,0$",,5,2,Other,1,"591,0",2,0,97,3,1, lAbOratOrY teCHnICiaN ,3,Married,,9260,4,,No,17,"3,0",4,,1,,4,,2,,2,0,,1981,1000000000$,,,Yes
22,Yes,,"1368,0$", Research & Development ,-25,1,Technical Degree,1,"593,0",3,0,99,2,1, lAboRatOrY TechNiCiAn ,3,Single,"3894,0",9129,5,Y,No,16,"3,0",3,,0,"4,0",3,"3,0",2,,1,2,"3894,0",2001,1000000000$, lAboRatOrY TechNiCiAn  -  Research & Development ,,1
29,No,travel_rarely,"232,0$",,19,3,Technical Degree,1,"611,0",4,0,34,3,2, MAnUfACturINg DIrecTOR ,4,Divorced,"4262,0",22645,4,Y,No,12,"3,0",2,,2,"8,0",2,"4,0",3,"2,0",1,2,"4262,0",1994,1000000000$,,,Yes
46,No,travel_frequently,"1034,0$", Research & Development ,18,1,Medical,1,"624,0",1,1,86,3,3, HeAlthcaRE rEPrEseNTaTIVE ,3,Married,"10527,0",8984,5,,No,11,"3,0",4,,0,,3,"2,0",2,,1,2,"10527,0",1977,1000000000$, HeAlthcaRE rEPrEseNTaTIVE  -  Research & Development ,,1
24,No,,nan$,,24,3,Medical,1,"632,0",4,0,38,3,1, SALes REpResENTaTIVE ,4,,"2400,0",5530,0,,No,13,"3,0",3,,2,"3,0",3,"3,0",2,,2,1,"2400,0",1999,1000000000$,,,0
35,No,travel_rarely,"538,0$",,25,2,,1,"652,0",1,0,54,2,2, LabOrAtOrY TechNIcIaN ,4,Single,"3681,0",14004,4,Y,No,14,"3,0",4,,0,,3,"3,0",3,,0,2,"3681,0",1988,1000000000$,,,False
42,No,,"622,0$",,2,4,Life Sciences,1,"659,0",3,1,81,3,2, healTHCaRe rePreSenTAtiVE ,4,Married,,5718,1,Y,No,13,"3,0",2,,2,"10,0",4,"3,0",10,,2,2,,1981,1000000000$,,,1
48,No,travel_rarely,"1236,0$",,1,4,,1,"664,0",4,1,40,2,4, ManageR ,1,Married,,17997,7,,No,11,"3,0",1,,1,"21,0",3,"1,0",3,,0,2,,1975,1000000000$,,,1
44,No,travel_rarely,"1112,0$",,1,4,,1,"665,0",1,1,50,2,2, hUMaN rESOuRCeS ,3,,,26894,4,,No,11,,2,,0,"10,0",1,"4,0",2,"2,0",0,2,,1979,1000000000$,,,True
34,No,,"204,0$", Sales ,14,3,,1,"666,0",3,1,31,3,1, SALeS RepREsEnTatiVe ,3,,,2912,1,,Yes,18,"3,0",4,,2,"8,0",3,"3,0",8,,0,6,,1989,1000000000$, SALeS RepREsEnTatiVe  -  Sales ,,True
44,No,travel_rarely,"1315,0$",,3,4,,1,"671,0",4,0,35,3,5, MaNaGeR ,4,,"19513,0",9358,4,Y,,12,"3,0",1,,1,"26,0",2,"4,0",2,,0,1,"19513,0",1979,1000000000$,,,Yes
22,No,travel_rarely,nan$,,6,1,Medical,1,"675,0",1,0,69,3,1, rEsEArcH scIeNTiSt ,3,Married,,12145,0,Y,,20,"4,0",4,"80,0",0,,3,"3,0",2,,2,2,,2001,1000000000$,,,True
26,No,travel_rarely,"991,0$",,6,3,,1,"686,0",3,1,71,3,1, LABOraTOry TECHNiCIAn ,4,,"2659,0",17759,1,Y,Yes,13,,3,,1,,2,"3,0",3,,0,2,"2659,0",1997,1000000000$,,,0
36,No,,"913,0$",,9,2,Medical,1,"699,0",2,0,48,2,2, mAnuFACturiNG dIreCtoR ,2,,"8847,0",13934,2,Y,Yes,11,"3,0",3,,1,"13,0",2,"3,0",3,,0,2,"8847,0",1987,1000000000$,,,1
23,No,travel_rarely,"885,0$",,4,3,,1,"705,0",1,0,58,4,1, reSearCH sCIEnTIst ,1,,,8544,2,,,16,"3,0",1,,1,"5,0",3,"4,0",3,,0,2,,2000,1000000000$,,,False
25,No,,"810,0$",,8,3,Life Sciences,1,"707,0",4,0,57,4,2, SaLeS eXeCuTIve ,2,,"4851,0",15678,0,,No,22,"4,0",3,,1,"4,0",4,"3,0",3,,1,2,"4851,0",1998,1000000000$,,,0
60,No,travel_rarely,"1179,0$",,16,4,,1,"732,0",1,0,84,3,2, SaLES EXecutIvE ,1,Single,"5405,0",11924,8,Y,No,14,"3,0",4,"80,0",0,"10,0",1,"3,0",2,,2,2,"5405,0",1963,1000000000$,,,0
50,No,,"316,0$",,8,4,Marketing,1,"738,0",4,0,54,3,1, SALES rEPrESENtaTIVE ,2,Married,,9983,7,,No,15,"3,0",4,,1,"4,0",2,"3,0",2,,2,2,,1973,1000000000$,,,True
44,No,non-travel,"381,0$",,24,3,,1,"744,0",1,0,49,1,1, lAboRATOrY tEChNiCiaN ,3,Single,"3708,0",2104,2,,,14,"3,0",3,,0,"9,0",5,"3,0",5,,1,4,"3708,0",1979,1000000000$,,,0
47,No,travel_frequently,"217,0$",,3,3,,1,"746,0",4,1,49,3,4, salES execUTiVe ,3,Divorced,"13770,0",10225,9,Y,Yes,12,"3,0",4,,2,"28,0",2,"2,0",22,,11,13,"13770,0",1976,1000000000$,,,Yes
42,Yes,,"933,0$",,19,3,,1,"752,0",3,0,57,4,1, resEarcH SCienTiSt ,3,Divorced,,20366,6,,,12,"3,0",4,,0,,2,"3,0",2,,2,2,,1981,1000000000$,,,1
43,No,travel_frequently,"775,0$",,15,3,Life Sciences,1,"754,0",4,0,47,2,2, sAleS ExeCUTIVE ,4,Married,,23683,3,Y,,18,,3,,1,"7,0",5,"3,0",2,,2,2,,1980,1000000000$,,,True
53,No,,"346,0$",,6,3,,1,"769,0",4,0,86,3,2, laboraToRy tECHniCIaN ,4,Single,"2450,0",10919,2,Y,,17,"3,0",4,,0,"19,0",4,"3,0",2,,2,2,"2450,0",1970,1000000000$,,,False
26,No,travel_frequently,"575,0$",,1,2,Life Sciences,1,"792,0",1,1,71,1,1, lABoRatory teCHNiCiaN ,4,,,5288,3,,No,14,"3,0",1,"80,0",1,,2,"3,0",2,,2,0,,1997,1000000000$,,,1
34,No,travel_rarely,"182,0$",,1,4,,1,"797,0",2,1,72,4,1, REseARCh SCiEntiST ,4,Single,,13551,2,,No,16,"3,0",3,"80,0",0,,2,"3,0",4,,1,3,,1989,1000000000$,,,False
27,No,,"829,0$",,8,1,Marketing,1,"800,0",3,0,84,3,2, saLes eXECutIve ,4,Married,"4342,0",24008,0,Y,,19,"3,0",2,,1,"5,0",3,"3,0",4,,1,1,"4342,0",1996,1000000000$,,,Yes
30,No,travel_rarely,"921,0$",,-18,3,,1,"806,0",4,0,38,1,1, LAbOratory TeChNicIAn ,3,Married,,24375,3,Y,No,21,,3,,2,"7,0",2,"3,0",2,,0,2,,1993,1000000000$,,,Yes
33,Yes,travel_rarely,"118,0$",,16,3,Marketing,1,"819,0",1,1,69,3,2, SALeS eXEcuTive ,1,Single,"5324,0",26507,5,Y,,15,"3,0",3,,0,,3,"3,0",3,,0,2,"5324,0",1990,1000000000$,,,False
34,No,travel_frequently,"702,0$", Research & Development ,16,4,,1,"838,0",3,1,100,2,1, RESEarch ScieNtIst ,4,Single,"2553,0",8306,1,,No,16,"3,0",3,"80,0",0,"6,0",3,"3,0",5,,1,3,"2553,0",1989,1000000000$, RESEarch ScieNtIst  -  Research & Development ,,True
44,No,travel_rarely,"625,0$",,4,3,,1,"852,0",4,0,50,3,2, HeALTHcARE RePrESEnTativE ,2,Single,"5933,0",5197,9,Y,,12,"3,0",4,"80,0",0,"10,0",2,"2,0",5,,2,3,"5933,0",1979,1000000000$,,,Yes
